Actor_ID,Name,Birth_Year,Death_Year,Primary_Profession
614,Rebecca Ferguson,,,visual_effects
615,Vanessa Hudgens,1988,,"actress,producer,soundtrack"
616,Julia Stiles,1981,,"actress,producer,director"
617,Patrick Dempsey,,,"producer,production_manager,location_management"
618,Robbie Amell,1988,,"actor,producer,executive"
619,Eric Deulen,1986,,actor
620,Jon Cryer,1965,,"actor,producer,director"
621,Olivia Newton-John,1948,2022,"music_artist,actress,music_department"
622,Mary Stuart Masterson,1966,,"actress,producer,director"
623,Lukas Haas,,,
624,Omar Epps,1973,,"actor,music_department,producer"
625,Eddie Barth,,,archive_footage
626,Adam Baldwin,,,visual_effects
627,Anthony Michael Hall,1968,,"actor,producer,director"
628,Robert Sean Leonard,1969,,"actor,soundtrack"
629,Penn Badgley,,,actor
630,Alex Russell,,,"writer,producer,director"
631,Emma Watson,,,miscellaneous
632,Jena Malone,1984,,"actress,producer,music_department"
633,Tony Revolori,1996,,"actor,producer,cinematographer"
634,Nikki Blonsky,1988,,"actress,producer,soundtrack"
635,Shailene Woodley,1991,,"actress,producer,miscellaneous"
636,Rebecca De Mornay,,,
637,Piper Laurie,1932,2023,"actress,director,soundtrack"
638,Haley Lu Richardson,1995,,"actress,producer,archive_footage"
639,Ronny Howard,,,actor
640,Christopher Lloyd,,,visual_effects
641,Laurie Metcalf,1955,,"actress,miscellaneous,soundtrack"
642,Owain Yeoman,1978,,"actor,producer,writer"
643,Christina Vidal,,,producer
644,Rachael Taylor,,,"talent_agent,manager"
645,Pruitt Taylor Vince,1960,,"actor,director,producer"
646,Matthew Davis,,,writer
647,Tommy Flanagan,,,actor
648,Emma Caulfield,,,actress
649,Julia Goldani Telles,1995,,actress
650,Ben Chaplin,,,miscellaneous
651,Alex Roe,,,talent_agent
652,David Morrissey,,,
653,Julian McMahon,,,producer
654,Julie Delpy,1969,,"actress,writer,producer"
655,Brendan Fehr,1977,,"actor,director,producer"
656,Freddie Prinze Jr.,1976,,"actor,producer,writer"
657,Scott Porter,,,writer
658,Daren Kagasoff,1987,,"actor,archive_footage"
659,Simon Quarterman,,,"actor,producer"
660,Emily Mortimer,1971,,"actress,writer,producer"
661,Jonathan Rhys-Meyers,,,
662,Lena Olin,1955,,"actress,archive_footage"
663,Maggie Grace,,,sound_department
664,Rebecca Romijn-Stamos,,,
665,Radha Mitchell,1973,,"actress,producer,director"
666,Tyron Leitso,1976,,"actor,soundtrack,archive_footage"
667,Sebastian Stan,1982,,"actor,producer,soundtrack"
668,Jimmy Smits,1955,,"actor,producer,soundtrack"
669,Chace Crawford,1985,,"actor,producer,soundtrack"
670,Tara Reid,,,sound_department
671,Mel Raido,1977,,"actor,producer"
672,Matthew Daddario,1987,,"actor,producer,director"
673,Ed Burns,,,producer
674,Tony Leung Chiu Wai,,,
675,Kelly Lynch,,,"producer,production_manager"
676,Moses Gunn,,,actor
677,Bonnie Bedelia,1948,,"actress,soundtrack,archive_footage"
678,Consuelo Gómez,,,actress
679,Kelly McGillis,,,
680,Donald Gibb,1954,,"actor,archive_footage"
681,Stephen Dorff,,,
682,Maria Conchita Alonso,1957,,"actress,producer,composer"
683,Henry Silva,1926,2022,"actor,archive_footage"
684,Amy Smart,,,producer
685,Bill Pullman,,,actor
686,Robert Vaughn,,,sound_department
687,Jean Reno,1948,,"actor,archive_footage,archive_sound"
688,Keith David,,,stunts
689,John Lithgow,,,miscellaneous
690,James Remar,1953,,"actor,soundtrack,archive_footage"
691,Dina Meyer,1968,,"actress,producer,archive_footage"
692,Lena Headey,1973,,"actress,producer,director"
693,Danila Kozlovsky,,,
694,Anita Mui,1963,2003,"actress,music_department,soundtrack"
695,Terrence Howard,,,actor
696,Patrick Stewart,,,producer
697,Gert Frobe,,,
698,Yoo Ji-tae,1976,,"actor,director,writer"
699,Fernando Rey,,,sound_department
700,Paul Walker,,,"writer,director,actor"
701,Harry Guardino,1925,1995,"actor,soundtrack,archive_footage"
702,Sophie Marceau,1966,,"actress,director,writer"
703,Olivia Thirlby,1986,,"actress,producer,writer"
704,Franka Potente,1974,,"actress,director,writer"
705,Simon Yam,1955,,"actor,producer,director"
706,Willem Dafoe,1955,,"actor,producer,writer"
707,Nancy Allen,,,sound_department
708,Eva Green,,,
709,Kevin Spacey,1959,,"actor,producer,writer"
710,Rae Dawn Chong,1961,,"actress,director,writer"
711,Richard Crenna,1926,2003,"actor,director,producer"
712,Linda Hamilton,,,producer
713,Dennis Hopper,1936,2010,"actor,director,writer"
714,Michael Nyqvist,1960,2017,"actor,producer,archive_footage"
715,Michelle Yeoh,1962,,"actress,producer,writer"
716,Carl Weathers,,,"camera_department,sound_department"
717,Rachel Ticotin,1958,,"actress,miscellaneous,archive_footage"
718,Carrie Henn,1976,,"actress,archive_footage"
719,Laurence Fishburne,1961,,"actor,producer,director"
720,Alan Rickman,,,director
721,Clare Higgins,,,"miscellaneous,writer,script_department"
722,Daniel Travis,,,"casting_director,casting_department,script_department"
723,Martin Henderson,,,"location_management,production_manager,miscellaneous"
724,Tony Todd,,,talent_agent
725,Brenton Thwaites,1989,,"actor,director,producer"
726,Kelli Maroney,1965,,"actress,producer,archive_footage"
727,Corey Haim,1971,2010,"actor,producer,soundtrack"
728,Jaeden Lieberher,,,
729,Matt Bettinelli-Olpin,1978,,"director,writer,actor"
730,Gabriel Bateman,,,"camera_department,sound_department"
731,Nicholas Tucci,,,actor
732,Deborah Harry,,,production_manager
733,Kim Ok-bin,1986,,"actress,soundtrack"
734,Geneviève Bujold,1942,,"actress,writer,music_department"
735,Kim Kap-soo,,,"music_department,miscellaneous,composer"
736,Annalise Basso,1998,,"actress,producer,soundtrack"
737,Óscar Jaenada,1975,,"actor,producer,script_department"
738,Tom Noonan,,,script_department
739,Christopher Eccleston,1964,,"actor,archive_footage,archive_sound"
740,Fred Ward,,1962,"director,actor"
741,Micah Sloat,1981,,"actor,archive_footage"
742,Katharine Isabelle,1981,,"actress,archive_footage"
743,Jennifer Salt,1944,,"producer,actress,writer"
744,Anthony Hayes,,,camera_department
745,Elizabeth Banks,,,stunts
746,Carol Ohmart,1927,2002,"actress,soundtrack,archive_footage"
747,JoBeth Williams,1948,,"actress,producer,director"
748,A. Wilford Brimley,,,
749,Diana Peñalver,1965,,"actress,soundtrack,archive_footage"
750,Bruce Dern,1936,,"actor,producer,soundtrack"
751,Natalie Mendoza,,,make_up_department
752,Olivia DeJonge,1998,,actress
753,Jenny Agutter,1952,,"actress,soundtrack,archive_footage"
754,Lee Remick,1935,1991,"actress,soundtrack,archive_footage"
755,Stephen McHattie,1947,,"actor,director,producer"
756,Barry Pepper,1970,,"actor,producer,executive"
757,Tammy Blanchard,1976,,"actress,soundtrack,archive_footage"
758,Ashleigh Cummings,1992,,"actress,soundtrack"
759,Brooke Adams,,,actress
760,Patrick Wilson,,,"visual_effects,camera_department,art_department"
761,Michael C. Williams,,,"sound_department,actor,camera_department"
762,Gemma Whelan,,,"visual_effects,editorial_department,miscellaneous"
763,Tomasz Schuchardt,1986,,"actor,production_manager"
764,William Ragsdale,1961,,"actor,archive_footage"
765,Christopher Lee,,,"writer,producer,script_department"
766,Kathy Bates,,,"animation_department,art_department,make_up_department"
767,Barbara Shelley,,,actress
768,Joely Richardson,1965,,"actress,producer,soundtrack"
769,Chloë Grace Moretz,1997,,"actress,producer,soundtrack"
770,Judy Greer,1975,,"actress,producer,director"
771,Jodie Whittaker,,,make_up_department
772,Charlotte Stewart,,,costume_department
773,Eduardo Noriega,,,archive_footage
774,Rima Te Wiata,1963,,"actress,writer,soundtrack"
775,Mary Philbin,1902,1993,"actress,archive_footage"
776,Ken Foree,1948,,"actor,producer,writer"
777,Justin Benson,,,"visual_effects,music_department"
778,Bruce Abbott,,,transportation_department
779,Christopher Abbott,,,sound_department
780,Shelley Duvall,1949,,"actress,producer,writer"
781,Ronee Blakley,1945,,"actress,composer,music_department"
782,Byun Hee-bong,,,
783,Stefania Casini,,,actress
784,Gian Keys,,,camera_department
785,Ella Rumpf,1995,,actress
786,Ellen Sandweiss,1958,,"actress,producer,miscellaneous"
787,Imogen Poots,1989,,"actress,producer,soundtrack"
788,Jack Reynor,1992,,"actor,director,writer"
789,Frank Lovejoy,1912,1962,"actor,soundtrack,archive_footage"
790,Arash Marandi,1984,,actor
791,Adam Brody,,,miscellaneous
792,Kent Smith,,,"writer,composer,director"
793,Tippi Hedren,1930,,"actress,producer,archive_footage"
794,Avin Manshadi,,,"actress,archive_footage"
795,Jemma Moore,,,"actress,writer,producer"
796,Mary Elizabeth Winstead,1984,,"actress,producer,soundtrack"
797,Ralph Ineson,1969,,"actor,producer,soundtrack"
798,Yvonne Furneaux,1926,,"actress,soundtrack,archive_footage"
799,John Cassavetes,1929,1989,"actor,director,writer"
800,Gloria Stuart,1910,2010,"actress,soundtrack,archive_footage"
801,Judith O'Dea,1945,,"actress,archive_footage"
802,Keir Gilchrist,1992,,actor
803,Gabriel Byrne,1950,,"actor,producer,writer"
804,Colin Clive,1900,1937,"actor,soundtrack,archive_footage"
805,Daniel Henshall,1982,,"actor,writer,camera_department"
806,Robert Shaw,,,visual_effects
807,John Krasinski,1979,,"actor,producer,director"
808,Winston Duke,1986,,"actor,producer,archive_footage"
809,Allison Williams,,,"writer,producer,archive_footage"
810,Janet Leigh,,,
811,Katie Chang,,,sound_department
812,Billy Bob Thornton,1955,,"actor,writer,director"
813,Elizabeth Debicki,1990,,"actress,producer,archive_footage"
814,Danny DeVito,,,camera_department
815,Holt McCallany,1963,,"actor,producer,director"
816,Rene Russo,,,assistant_director
817,Philip Seymour Hoffman,1967,2014,"actor,producer,director"
818,Edward Norton,,,producer
819,Dennis Farina,1944,2013,"actor,producer,executive"
820,Dexter Fletcher,,,"camera_department,miscellaneous"
821,Telly Savalas,1922,1994,"actor,director,writer"
822,Saffron Burrows,1972,,"actress,director,producer"
823,Ali MacGraw,1939,,"actress,producer,soundtrack"
824,Jeff Daniels,,,"writer,producer"
825,Faye Dunaway,1941,,"actress,producer,director"
826,Evan Peters,,,composer
827,David Niven,,,"production_manager,producer"
828,Ernest Borgnine,1917,2012,"actor,producer,soundtrack"
829,Gina Rodriguez,,,make_up_department
830,Tim Roth,,,sound_department
831,Rebecca Hall,,,writer
832,Jennifer Lopez,,,special_effects
833,Tuesday Weld,1943,,"actress,soundtrack,archive_footage"
834,Grace Kelly,,,special_effects
835,John Cazale,1935,1978,"actor,cinematographer,editor"
836,Mr. T,,,actor
837,Mike Vitar,1978,,"actor,archive_footage"
838,Robert Ri'chard,1983,,"actor,producer"
839,John Houseman,,,producer
840,Jimmy Fallon,,,art_department
841,Tim McGraw,1967,,"music_artist,actor,music_department"
842,Christine Taylor,,,production_designer
843,Will Patton,,,actor
844,Doug E. Doug,1970,,"actor,producer,writer"
845,Ned Beatty,1937,2021,"actor,soundtrack,archive_footage"
846,Eddie Albert,,,"actor,writer,set_decorator"
847,Ray Allen,,,stunts
848,Burt Young,1940,2023,"actor,writer,soundtrack"
849,Patricia Clarkson,1959,,"actress,producer,soundtrack"
850,Charlie Sheen,1965,,"actor,producer,writer"
851,Maria Bello,1967,,"actress,producer,writer"
852,Mac Davis,,,"miscellaneous,actor"
853,Bruce Greenwood,,,miscellaneous
854,Michael Ontkean,1946,,"actor,archive_footage"
855,Cuba Gooding Jr.,1968,,"actor,writer,producer"
856,Ian Charleson,1949,1990,"actor,archive_footage"
857,Marcia Gay Harden,1959,,"actress,producer,archive_footage"
858,Amy Madigan,,,"visual_effects,miscellaneous,assistant_director"
859,Julie Christie,,,writer
860,Al Madrigal,1971,,"actor,producer,writer"
861,Damian Lewis,,,"sound_department,soundtrack"
862,Nicholas Aaron,,,"actor,writer,producer"
863,Dennis Quaid,,,
864,Daniel Brühl,,,"director,producer"
865,Tatum O'Neal,,,
866,Jackie Gleason,,,"actress,archive_footage"
867,Talia Shire,1946,,"actress,producer,director"
868,Cathy Moriarty,1960,,"actress,soundtrack,archive_footage"
869,Susan Sarandon,1946,,"actress,producer,miscellaneous"
870,Tommy Caldwell,1978,,"cinematographer,camera_department,archive_footage"
871,Marisa Tomei,1964,,"actress,producer,soundtrack"
872,Max von Sydow,1929,2020,"actor,miscellaneous,director"
873,James Earl Jones,,,archive_sound
874,Rutger Hauer,1944,2019,"actor,producer,director"
875,Christopher Plummer,,,"visual_effects,camera_department"
876,Skandar Keynes,,,
877,Jeremy Sumpter,1989,,"actor,producer,camera_department"
878,Stephen Garlick,,,actor
879,Max Records,1997,,"actor,soundtrack"
880,Nigel Terry,1945,2015,"actor,archive_footage"
881,Caitlin Clarke,,,miscellaneous
882,Horacio Salinas,,,actor
883,Sarah Bolger,1991,,"actress,soundtrack,archive_footage"
884,Rupert Grint,1988,,"actor,producer,soundtrack"
885,AnnaSophia Robb,1993,,"actress,soundtrack,archive_footage"
886,Ruby Barnhill,2004,,"actress,archive_footage"
887,Lily James,,,"camera_department,actress"
888,Mai Zetterling,1925,1994,"actress,director,writer"
889,Katherine Waterston,1980,,"actress,producer,archive_footage"
890,Eric Idle,1943,,"actor,writer,music_department"
891,Dick Van Dyke,1925,,"actor,producer,writer"
892,Lin-Manuel Miranda,1980,,"actor,composer,music_department"
893,Alicia Vikander,1988,,"actress,producer,soundtrack"
894,Phyllis Smith,,,miscellaneous
895,Gael García Bernal,1978,,"actor,producer,writer"
896,Ian Holm,1931,2020,"actor,animation_department,miscellaneous"
897,Tina Fey,,,actress
898,Auli'i Cravalho,2000,,"actress,producer,soundtrack"
899,Awkwafina,1988,,"actress,writer,producer"
900,Hugh Laurie,1959,,"actor,producer,writer"
901,Sharon Stone,,,miscellaneous
902,Idina Menzel,1971,,"actress,music_department,producer"
903,Scott Adsit,1965,,"actor,producer,writer"
904,Zachary Levi,1980,,"actor,producer,director"
905,Miley Cyrus,1992,,"music_artist,actress,music_department"
906,Chris Pratt,,,producer
907,Isla Fisher,1976,,"actress,producer,soundtrack"
908,Hadley Belle Miller,,,"actress,soundtrack"
909,Sarah Silverman,1970,,"actress,writer,producer"
910,Zazie Beetz,1991,,"actress,producer,soundtrack"
911,Bryan Cranston,,,director
912,Salma Hayek,1966,,"actress,producer,director"
913,Zoë Saldana,,,
914,Albert Tsai,2004,,"actor,producer"
915,Jason Segel,1980,,"actor,writer,producer"
916,Max Charles,,,producer
917,Billy Connolly,,,miscellaneous
918,Chris Rock,,,visual_effects
919,John Alberto Leguizamo,,,
920,James Corden,,,visual_effects
921,Garry Shandling,1949,2016,"writer,actor,producer"
922,Justin Timberlake,1981,,"music_artist,actor,composer"
923,Maggie Gyllenhaal,1977,,"actress,producer,director"
924,Andy Serkis,1964,,"actor,producer,director"
925,Kate Winslet,1975,,"actress,producer,writer"
926,Josh Gad,,,
927,Eric Stonestreet,,,
928,Cristela Alonzo,1979,,"actress,writer,producer"
929,Daniel Hansen,,,sound_department
930,Katie Crown,,,
931,Halle Berry,1966,,"actress,producer,director"
932,Alfre Woodard,1952,,"actress,producer,miscellaneous"
933,Julia Roberts,,,"writer,producer"
934,James Cromwell,,,visual_effects
935,Gary Farmer,,,producer
936,Kristin Scott Thomas,1960,,"actress,director,writer"
937,Scott Glenn,,,sound_department
938,Rosamund Pike,1979,,"actress,producer,soundtrack"
939,Val Kilmer,1959,,"actor,producer,director"
940,Jenny Wright,,,sound_department
941,Michael Moriarty,,,producer
942,Glen Campbell,,,sound_department
943,Lee Marvin,,,"actor,miscellaneous"
944,Will Geer,,,composer
945,Verna Bloom,1938,2019,"actress,archive_footage"
946,Elizabeth Olsen,,,miscellaneous
947,Matt Day,,,writer
948,Marilyn Monroe,1926,1962,"actress,writer,music_department"
949,Rock Hudson,,,miscellaneous
950,Robert Mitchum,,,actor
951,Javier Bardem,1969,,"actor,producer,music_department"
952,Patricia Neal,,,producer
953,Myrna Loy,1905,1993,"actress,soundtrack,archive_footage"
954,Anne Francis,,,writer
955,Sienna Miller,,,actress
956,David Thewlis,1963,,"actor,writer,director"
957,Adrien Brody,,,"director,writer,composer"
958,Taylor Kitsch,1981,,"actor,producer,director"
959,Eileen Brennan,,,writer
960,Don Cheadle,1964,,"actor,producer,director"
961,John Turturro,1957,,"actor,writer,producer"
962,Mindy Kaling,1979,,"actress,producer,writer"
963,Annette Bening,1958,,"actress,producer,soundtrack"
964,Meg Ryan,,,"writer,producer"
965,Merab Ninidze,1965,,actor
966,Tamlyn Tomita,1966,,"actress,writer,producer"
967,Haley Joel Osment,1988,,"actor,producer,soundtrack"
968,Dwight Henry,1963,,"actor,producer,archive_footage"
969,Utkarsh Ambudkar,1983,,"actor,music_department,writer"
970,Taylor Russell,,,miscellaneous
971,Dreama Walker,1986,,"actress,soundtrack,archive_footage"
972,Helen Hunt,,,production_manager
973,Ekaterina Samsonov,2003,,actress
974,Jason Cope,,,"special_effects,make_up_department"
975,Jason Clarke,,,visual_effects
976,Tomasz Kot,1977,,"actor,writer,producer"
977,Audrey Hepburn,,,"actress,assistant_director,camera_department"
978,Lucas Hedges,1996,,"actor,soundtrack,archive_footage"
979,Mya Taylor,,,actress
980,Xavier Samuel,,,actor
981,Golshifteh Farahani,1983,,"actress,camera_department,composer"
982,Thomas Haden Church,1960,,"actor,miscellaneous,producer"
983,Zoe Kazan,1983,,"actress,writer,producer"
984,River Phoenix,1970,1993,"actor,soundtrack,archive_footage"
985,Clara Rugaard,1997,,"actress,producer,soundtrack"
986,Paul Dano,1984,,"actor,producer,director"
987,Dave Franco,,,composer
988,Vicky Krieps,1983,,"actress,producer,soundtrack"
989,Abraham Attah,2002,,"actor,producer"
990,Jennifer Lawrence,,,producer
991,LaKeith Stanfield,1991,,"actor,producer,soundtrack"
992,Tom Glynn-Carney,1995,,actor
993,Kate Siegel,,,producer
994,Edward Burns,,,miscellaneous
995,Sacha Baron Cohen,1971,,"actor,writer,producer"
996,Tessa Thompson,1983,,"actress,producer,writer"
997,Charles Grodin,1935,2021,"actor,writer,director"
998,Jon Bass,,,sound_department
999,Dakota Johnson,,,miscellaneous
1000,Andrew Garfield,,,make_up_department
1001,Marina de Tavira,1974,,actress
1002,Julian Dennison,2002,,"actor,soundtrack,archive_footage"
1003,Khalid Abdalla,,,producer
1004,Lynda Day George,1944,,"actress,soundtrack,archive_footage"
1005,Lori Hallier,1959,,"actress,archive_footage"
1006,Adrienne King,1955,,"actress,miscellaneous,producer"
1007,Angie Dickinson,1931,,"actress,soundtrack,archive_footage"
1008,Stéphanie Cléau,1975,,"actress,writer"
1009,George Kennedy,,,music_department
1010,Thomasin McKenzie,,,
1011,Joan Fontaine,,,actress
1012,Max Pomeranc,1984,,"actor,miscellaneous,soundtrack"
1013,Debbie Reynolds,,,make_up_department
1014,Ginger Rogers,1911,1995,"actress,soundtrack,archive_footage"
1015,Kyle Chandler,,,music_department
1016,Cheri Oteri,1962,,"actress,writer,producer"
1017,John Cena,,,actor
1018,Rebel Wilson,1980,,"actress,writer,producer"
1019,Nigel Lindsay,,,transportation_department
1020,Robert Loggia,1930,2015,"actor,director,miscellaneous"
1021,Michael Showalter,,,producer
1022,Cedric the Entertainer,,,
1023,Sasha Jenson,,,"actor,stunts,art_department"
1024,Sean Young,,,transportation_department
1025,Dax Shepard,1975,,"podcaster,actor,producer"
1026,Kristen Miller,,,music_department
1027,Brie Larson,1989,,"actress,producer,director"
1028,Brian Dennehy,1938,2020,"actor,producer,director"
1029,Obba Babatundé,1951,,"actor,producer,director"
1030,Steve Lemme,1968,,"producer,writer,actor"
1031,Julie Bowen,1970,,"actress,producer,director"
1032,Gina McKee,1964,,"actress,producer,soundtrack"
1033,Patrick Tse,,,
1034,Mathieu Amalric,1965,,"actor,director,writer"
1035,Alyson Hannigan,1974,,"actress,producer,soundtrack"
1036,Selma Blair,1972,,"actress,archive_footage"
1037,Dominic West,,,actor
1038,Nathan Lane,,,visual_effects
1039,Bruno Kirby,1949,2006,"actor,director,soundtrack"
1040,Warren Oates,1928,1982,"actor,music_department,stunts"
1041,Vincent Gardenia,1920,1992,"actor,soundtrack,archive_footage"
1042,Richard Libertini,,,music_department
1043,Cecil Parker,1897,1971,"actor,soundtrack,archive_footage"
1044,Madonna,,,art_director
1045,Glenne Headly,1955,2017,"actress,archive_footage"
1046,Paula Garcés,1974,,"actress,producer,writer"
1047,Aaron Ruell,1976,,"director,actor,writer"
1048,Liza Minnelli,1946,,"actress,director,producer"
1049,Teri Garr,1947,,"actress,miscellaneous,soundtrack"
1050,Eugene Levy,,,
1051,Kathy Najimy,1957,,"actress,producer,writer"
1052,Richard Jenkins,,,transportation_department
1053,Kevin McCarthy,,,"writer,actor"
1054,Blythe Danner,1943,,"actress,soundtrack,archive_footage"
1055,Jada Pinkett Smith,1971,,"producer,actress,writer"
1056,Jack Warden,1920,2006,"actor,soundtrack,archive_footage"
1057,Rob Lowe,,,location_management
1058,Yuen Qiu,,,
1059,Jessica Williams,,,"writer,assistant_director,casting_director"
1060,Shannen Doherty,,,editor
1061,John Ashton,,,transportation_department
1062,David Herman,,,writer
1063,Katharine Ross,,,"producer,miscellaneous"
1064,Nia Long,1970,,"actress,producer,director"
1065,Christopher Mintz-Plasse,1989,,"actor,producer,writer"
1066,Jim Broadbent,1949,,"actor,writer,producer"
1067,Zach Galifianakis,1969,,"actor,producer,writer"
1068,Bob Newhart,1929,,"actor,writer,soundtrack"
1069,Dick Shawn,1923,1987,"actor,writer,soundtrack"
1070,Marilyn Ghigliotti,1961,,"actress,make_up_department,producer"
1071,Trey Wilson,,,sound_department
1072,Brittany Murphy,,,"cinematographer,editor"
1073,Tony Roberts,,,writer
1074,Ralph Bellamy,1904,1991,"actor,soundtrack,archive_footage"
1075,Rose Byrne,,,"writer,producer"
1076,Cloris Leachman,1926,2021,"actress,soundtrack,archive_footage"
1077,Lucy Davis,,,"writer,producer"
1078,James Brown,,,"writer,producer"
1079,John Amos,,,"visual_effects,art_department"
1080,Terry Gilliam,,,
1081,Catlin Adams,1950,,"actress,director,producer"
1082,Madeline Kahn,,,"producer,miscellaneous"
1083,Henry Bergman,1887,1962,actor
1084,Fred MacMurray,1908,1991,"actor,producer,soundtrack"
1085,Chris Elliott,,,"writer,producer"
1086,Mandy Patinkin,1952,,"actor,producer,soundtrack"
1087,Walter Connolly,1887,1940,"actor,soundtrack,archive_footage"
1088,Peter Graves,,,sound_department
1089,Harry Myers,,,"camera_department,cinematographer"
1090,George Siegmann,1882,1928,"actor,director,assistant_director"
1091,Robert Armstrong,,,writer
1092,Ray Bolger,1904,1987,"actor,soundtrack,archive_footage"
1093,Robert Morley,,,soundtrack
1094,Paul Lukas,,,writer
1095,Arlene Dahl,1925,2021,"actress,costume_department,costume_designer"
1096,Anthony Quinn,,,"writer,director,actor"
1097,Richard Attenborough,1923,2014,"actor,producer,director"
1098,Ke Huy Quan,1971,,"actor,stunts,miscellaneous"
1099,Jeff Cohen,,,"writer,producer"
1100,Jean Marsh,1934,,"actress,writer,miscellaneous"
1101,Cliff De Young,1945,,"actor,soundtrack,archive_footage"
1102,Toby Froud,1984,,"special_effects,animation_department,art_department"
1103,Denholm Elliott,1922,1992,"actor,soundtrack,archive_footage"
1104,Marcia Strassman,1948,2014,"actress,soundtrack,archive_footage"
1105,Seymour Cassel,1935,2019,"actor,cinematographer,miscellaneous"
1106,Mary Elizabeth Mastrantonio,1958,,"actress,soundtrack,archive_footage"
1107,Russell Means,1939,2012,"actor,producer,soundtrack"
1108,Kirsten Dunst,1982,,"actress,producer,director"
1109,Catherine Zeta-Jones,1969,,"actress,soundtrack,archive_footage"
1110,John Hannah,,,transportation_department
1111,Iain Glen,1961,,"actor,producer,soundtrack"
1112,Dagmara Dominczyk,1976,,actress
1113,Billy Crudup,1968,,"actor,producer,soundtrack"
1114,Justin Bartha,1978,,"actor,producer,miscellaneous"
1115,Helena Bonham Carter,1966,,"actress,director,producer"
1116,Tabu,,,actress
1117,Michael Peña,,,cinematographer
1118,Ashley Tisdale,1985,,"actress,producer,soundtrack"
1119,Bella Thorne,,,actress
1120,John Robinson,,,writer
1121,Andrew McCarthy,,,"set_decorator,art_department,art_director"
1122,Stockard Channing,1944,,"actress,soundtrack,archive_footage"
1123,Lea Thompson,,,writer
1124,Nora Zehetner,1981,,"actress,soundtrack,archive_footage"
1125,Ronald Cyler II,,,
1126,Lee Curreri,,,miscellaneous
1127,Martin Mull,1943,,"actor,miscellaneous,writer"
1128,Michael Schoeffling,1960,,"actor,archive_footage"
1129,Amanda Bynes,1986,,"actress,writer,soundtrack"
1130,Ezra Miller,,,"visual_effects,art_director,editor"
1131,Kevin J. O'Connor,,,"actor,miscellaneous,producer"
1132,Kiersey Clemons,1993,,"actress,producer,soundtrack"
1133,Judd Nelson,1959,,"actor,writer,producer"
1134,Olivia Williams,,,producer
1135,Chris Klein,,,music_department
1136,Bronson Pinchot,1959,,"actor,soundtrack,archive_footage"
1137,William Katt,1951,,"actor,director,writer"
1138,Jennifer Garner,,,"assistant_director,script_department"
1139,Blake Jenner,1992,,"actor,producer,writer"
1140,Paul Le Mat,1945,,"actor,cinematographer,producer"
1141,Timothée Chalamet,1995,,"actor,producer,soundtrack"
1142,Cybill Shepherd,1950,,"actress,producer,writer"
1143,Christopher Convery,2008,,"actor,miscellaneous,soundtrack"
1144,Samantha Noble,,,actress
1145,Megumi Okina,1979,,actress
1146,Laz Alonso,1974,,"actor,producer,soundtrack"
1147,Hart Bochner,1956,,"actor,director,writer"
1148,Lee Cormie,1992,,actor
1149,Jaz Sinclair,1994,,"actress,producer,soundtrack"
1150,Sarah Wynter,,,"actress,miscellaneous"
1151,Johnny Galecki,1975,,"actor,producer,writer"
1152,Vince Vieluf,1970,,"actor,writer,director"
1153,Izabella Miko,1981,,"actress,producer,director"
1154,Brandy,,,"stunts,actor"
1155,Jessica Stroup,1986,,"actress,producer,soundtrack"
1156,Douglas Smith,,,writer
1157,Evan Helmuth,1977,2017,"actor,producer"
1158,Manuel Garcia-Rulfo,1981,,"actor,producer"
1159,Jeffrey DeMunn,1947,,"actor,archive_footage"
1160,Wes Bentley,,,actor
1161,Nina Dobrev,1989,,"actress,producer,director"
1162,Lucy Fry,,,actress
1163,Clint Howard,1959,,"actor,writer,producer"
1164,Tom Felton,1987,,"actor,director,writer"
1165,Holliston Coleman,1992,,actress
1166,Jake Weber,,,"sound_department,editor,cinematographer"
1167,Duncan Joiner,,,"actor,writer,archive_footage"
1168,Samuel Davis,,,"miscellaneous,producer,casting_department"
1169,Ana Claudia Talancón,1980,,"actress,producer"
1170,Taye Diggs,1971,,"actor,producer,executive"
1171,Maggie Cheung Man-yuk,,,
1172,Sam Elliott,,,miscellaneous
1173,Rosario Dawson,1979,,"actress,producer,director"
1174,Christopher St. John,,,"producer,miscellaneous,writer"
1175,William Atherton,,,"cinematographer,camera_department"
1176,Reinol Martinez,,,actor
1177,Anthony Edwards,,,soundtrack
1178,Tom Wilkinson,,,sound_department
1179,Glenn Close,1947,,"actress,producer,director"
1180,Leah Ayres,1957,,actress
1181,Kris Kristofferson,,,writer
1182,Tea Leoni,,,
1183,Richard Dawson,,,writer
1184,Bert Remsen,1925,1999,"actor,casting_director,casting_department"
1185,Monica Bellucci,1964,,"actress,producer,soundtrack"
1186,Jose Pablo Cantillo,1979,,"actor,producer,writer"
1187,Jessica Alba,,,actress
1188,Gary Busey,1944,,"actor,producer,composer"
1189,Jacqueline Bisset,1944,,"actress,producer,soundtrack"
1190,Natascha McElhone,1969,,"actress,producer,soundtrack"
1191,Meg Foster,,,costume_designer
1192,Michael Rooker,,,camera_department
1193,Dorsey Wright,1957,,"actor,assistant_director,producer"
1194,Denise Richards,,,"director,producer,editor"
1195,Patrick Malahide,1945,,"actor,writer,producer"
1196,Leland Orser,1960,,"actor,director,writer"
1197,David Wenham,1965,,"actor,producer,director"
1198,Tom Arnold,,,writer
